0.6908463,0,0.1727116,0.1727116,0,0.1727116,0,0,0,0.1727116,0,0,0,0.1727116,0,23.66149,0,0.1727116,0,0,0,0.1727116,0,0,0.1727116,0,0,1.036269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1727116,0,0,0.1727116,0,0.3454231
0.6908463,11.57168,0.1727116,0.1727116,0,0.1727116,0,0.1727116,0,0.1727116,0,0.1727116,4.145078,0.1727116,0,23.66149,0.1727116,0.1727116,0,0,0.1727116,0.1727116,1.554404,0,0.1727116,0,0,1.036269,0,0.1727116,4.145078,0,0.1727116,0,0,0.1727116,1.554404,0,0,0,0,0.1727116,4.145078,0,0.1727116,0,0,0.1727116,1.554404,0.3454231
0.6908463,11.57168,0.1727116,2.936097,0,0,16.75302,0,1.554404,1.554404,1.036269,1.554404,4.145078,0,0,23.66149,0,23.66149,5.181347,4.145078,4.145078,0,1.554404,1.554404,1.554404,1.036269,1.554404,1.036269,0,0,4.145078,0,23.66149,5.181347,4.145078,4.145078,1.554404,0,1.554404,1.554404,1.036269,1.554404,4.145078,0,0,0,23.66149,5.181347,1.554404,0.3454231
24.00691,11.57168,0,0,0.1727116,0,16.75302,5.181347,5.181347,5.181347,5.181347,4.145078,4.145078,4.145078,0,23.66149,23.66149,23.66149,5.181347,4.145078,4.145078,23.66149,23.66149,0.3454231,0,5.181347,5.181347,5.181347,5.181347,4.145078,4.145078,0,23.66149,5.181347,23.66149,23.66149,23.66149,0.3454231,0,5.181347,5.181347,5.181347,5.181347,4.145078,4.145078,0,23.66149,5.181347,23.66149,23.66149
24.00691,7.081174,0,8.117444,3.28152,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.8342,23.48877,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.8342,23.48877,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.8342,23.66149,23.48877,23.66149,23.66149
24.00691,0,0,0.3454231,0,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.8342,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.8342,24.00691,23.8342,23.8342,23.66149,23.66149,23.66149,23.66149,23.8342,23.66149,23.66149,23.66149,23.66149,23.8342,24.00691,23.8342,23.8342,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149,23.8342,23.66149,23.8342,24.00691,23.8342
24.00691,0,1.036269,23.48877,0,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,24.00691,24.00691,24.00691,24.00691,23.8342,23.8342,23.8342,23.8342,24.00691,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,24.00691,24.00691,24.00691,23.8342,24.00691,23.8342,23.8342,24.00691,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,24.00691,24.00691,24.00691
24.00691,23.8342,1.899827,1.899827,0.1727116,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691
24.00691,0,16.58031,24.00691,0,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691
24.00691,0,0,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,0,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,0.3454231,23.66149,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,0.3454231,23.66149,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,0.3454231,23.66149
