26.28572,26.28572,9.142858,1.714286
21.56028,21.56028,21.13475,0.7092199
23.8342,23.8342,7.772021,1.727116
99.72527,99.72527,11.26374,12.36264
26.28572,26.57143,26,26.57143
21.70213,21.84397,21.41844,21.84397
24.00691,24.00691,24.17962,24.00691
99.45055,99.45055,76.64835,99.45055
26.28572,26.28572,26.28572,26.57143
21.84397,21.56028,21.70213,21.84397
24.17962,24.17962,24.00691,24.00691
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
26.28572,26.28572,26.57143,26.28572
21.84397,21.56028,21.84397,21.70213
24.17962,24.17962,24.35233,23.8342
99.45055,99.45055,99.45055,99.45055
