0,0,0,0,0,0,0,2.710843,0,0.3012048,0,0,0,0,0,0,0,0,0,0,0.3012048,0,9.337349,0.3012048,0,0,0,2.409639,0,0,0,0,0,0,0,0,0,0,0.3012048,0.3012048,0,0,0,0.3012048,0,0,0,0,0,0
0,0,0,0,0,2.108434,0,2.710843,0,0.3012048,0,0,1.807229,0,0,0,0,0,0,0,0.3012048,0,9.337349,0.3012048,0,0,0,2.409639,1.807229,0,0,0,0,0,0,0,0,0,0.3012048,0.3012048,0,0,1.807229,0.3012048,0,0,0,0,0,0
9.337349,0,0,0,1.807229,2.108434,1.807229,2.710843,0.3012048,0.3012048,0,0,1.807229,0,0,2.710843,0,0,3.614458,0.9036145,0.3012048,1.807229,9.337349,0.3012048,1.807229,0.3012048,0,2.409639,1.807229,0,0,0,2.710843,0,0,3.614458,0.9036145,1.807229,0.3012048,0.3012048,1.807229,0.3012048,1.807229,0,0,0,0,2.710843,0,0
9.337349,0,0,0,1.807229,2.108434,1.807229,2.710843,3.313253,5.120482,2.710843,2.710843,0,3.614458,0.9036145,2.710843,1.807229,7.831326,3.614458,8.13253,0,3.614458,9.337349,0,5.120482,2.710843,2.710843,2.409639,0,3.614458,0.9036145,1.807229,2.710843,7.831326,8.13253,3.614458,0,3.614458,0,5.120482,2.710843,2.710843,0,3.614458,0.9036145,1.807229,7.831326,2.710843,8.13253,0
9.337349,0,28.31325,0,0,9.337349,7.831326,7.831326,2.710843,5.120482,5.120482,5.120482,0,3.614458,0,8.13253,9.337349,7.831326,8.13253,8.13253,8.13253,9.337349,9.337349,7.831326,5.120482,7.831326,2.710843,5.120482,5.120482,0,0,8.13253,9.337349,7.831326,8.13253,8.13253,8.13253,9.337349,7.831326,5.120482,7.831326,2.710843,5.120482,5.120482,0,0,7.831326,8.13253,8.13253,9.337349
9.337349,0,28.31325,4.216867,0,9.337349,0,8.13253,9.337349,0,8.13253,9.337349,8.13253,8.13253,0,8.13253,9.337349,0.3012048,8.13253,8.13253,9.337349,9.337349,9.337349,8.13253,0,8.13253,9.337349,0,8.13253,9.337349,8.13253,8.13253,9.337349,0,0.3012048,9.337349,8.13253,9.337349,0,8.13253,9.337349,0,8.13253,9.337349,8.13253,8.13253,0,0.3012048,9.337349,9.337349
9.337349,9.939759,28.31325,0,2.108434,9.337349,27.71084,9.337349,9.337349,0,9.337349,9.337349,8.13253,9.337349,9.337349,9.337349,9.337349,0.3012048,0.3012048,9.337349,9.337349,9.337349,9.337349,8.13253,9.337349,9.337349,9.337349,0,9.337349,9.337349,8.13253,9.337349,9.337349,9.337349,9.337349,0.3012048,0.3012048,9.337349,8.13253,9.337349,9.337349,0,9.337349,8.13253,9.337349,9.337349,9.337349,0.3012048,0.3012048,9.337349
9.337349,9.939759,28.31325,0,3.915663,9.337349,27.71084,9.337349,9.337349,0.3012048,9.337349,9.337349,0,9.337349,9.337349,9.337349,8.13253,9.337349,0,8.13253,9.337349,9.337349,9.337349,0.3012048,0,27.71084,0,9.337349,8.13253,9.337349,0,8.13253,9.337349,9.337349,9.337349,0.3012048,0,27.71084,0,9.337349,8.13253,9.337349,0,8.13253,9.337349,9.337349,9.337349,0.3012048,0,27.71084
9.337349,9.939759,28.31325,27.71084,27.40964,9.337349,27.71084,9.337349,9.337349,0.3012048,9.337349,9.337349,0.3012048,27.71084,0,9.337349,8.13253,9.337349,0,8.13253,0.3012048,0,27.71084,27.71084,27.71084,27.71084,27.71084,0,9.337349,8.13253,9.337349,0,8.13253,0.3012048,0,27.71084,27.71084,27.71084,27.71084,27.71084,0,9.337349,8.13253,9.337349,0,8.13253,0.3012048,0,27.71084,27.71084
0,27.71084,28.31325,27.71084,0,0,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,0,3.915663,0,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,0,3.915663,0,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,0,3.915663,0
