3.012048,0.3012048,3.313253,2.409639
2.857143,0.2857143,3.142857,2.285714
8.368794,0.8510638,0.9929078,0.9929078
2.763385,1.899827,8.117444,2.763385
2.409639,2.409639,0.3012048,3.012048
2.285714,2.285714,0.2857143,2.857143
0.7092199,0.5673759,3.262411,7.659575
2.24525,1.727116,7.772021,2.936097
3.915663,3.915663,3.012048,3.012048
3.714286,3.714286,2.857143,2.857143
11.06383,11.06383,10.49645,10.49645
3.972366,3.972366,3.454232,3.454232
27.71084,3.915663,3.915663,3.915663
25.42857,3.714286,3.714286,3.714286
21.2766,11.06383,11.06383,11.06383
7.599309,3.972366,3.972366,3.972366
46.08434,46.08434,28.31325,28.31325
26.28572,26.28572,25.71428,25.71428
21.84397,21.84397,21.41844,21.41844
23.8342,23.8342,8.635578,8.635578
46.08434,99.69879,99.69879,99.69879
32.85714,32.57143,26.28572,26.28572
21.84397,28.08511,21.84397,21.70213
23.8342,23.8342,24.00691,24.17962
46.08434,99.69879,99.69879,99.69879
32.85714,26.57143,32.85714,32.57143
21.84397,21.84397,22.12766,28.08511
23.8342,23.8342,24.00691,23.8342
46.08434,99.69879,99.69879,35.54217
32.85714,26.57143,26,26
21.84397,21.84397,21.56028,21.56028
23.8342,23.8342,23.8342,23.66149
46.08434,99.69879,99.69879,35.54217
32.85714,26.57143,26,26
21.84397,21.84397,21.56028,21.56028
23.8342,23.8342,23.8342,23.66149
46.08434,99.69879,99.69879,35.54217
32.85714,26.57143,26,26
21.84397,21.84397,21.56028,21.56028
23.8342,23.8342,23.8342,23.66149
46.08434,99.69879,99.69879,35.54217
32.85714,26.57143,26,26
21.84397,21.84397,21.56028,21.56028
23.8342,23.8342,23.8342,23.66149
46.08434,99.69879,99.69879,35.54217
32.85714,26.57143,26,26
21.84397,21.84397,21.56028,21.56028
23.8342,23.8342,23.8342,23.66149
46.08434,99.69879,99.69879,46.68675
32.85714,26.57143,26,27.14286
21.84397,21.84397,21.56028,21.84397
23.8342,23.8342,23.8342,23.8342
46.08434,99.69879,99.69879,46.68675
32.85714,26.57143,26,27.14286
21.84397,21.84397,21.56028,21.84397
23.8342,23.8342,23.8342,23.8342
