3.661972,0,0,0,0,0,0,0,2.816901,0,0,0,0,0,0,0,0,0,0,0,0.2816902,3.661972,0,0,0,0,0,0,0,0,0,0.2816902,0,0,0,0,0,0,0,0,0,0,0,0.2816902,0,0,0,0.2816902,0,0
3.661972,0,0,0,2.816901,0,0,0,0,0,0,0,0,27.32394,0,0,0,0,0,0,0.2816902,3.661972,0,0,0,0,0,27.32394,0,0,0,0.2816902,0,0,0,0,0,0,0,0,27.32394,0,0,0.2816902,0,0,0,0.2816902,0,0
0,27.60563,0,0,0,32.95774,0,0,0,0,0,0,0,27.32394,0,0,0,0,23.09859,27.32394,27.32394,0,0,0,32.95774,0,0,27.32394,0,0,0,0.2816902,23.09859,27.32394,27.32394,0,0,0,32.95774,0,27.32394,0,0,0.2816902,0,0,23.09859,0.2816902,27.32394,27.32394
86.19718,25.35211,32.67606,0,27.32394,32.95774,27.32394,27.32394,27.32394,27.32394,0,0,0,32.95774,0,32.95774,32.95774,32.95774,27.32394,27.32394,27.32394,27.32394,27.32394,27.32394,32.95774,27.32394,0,27.32394,0,32.95774,32.95774,32.95774,32.95774,27.32394,27.32394,27.32394,27.32394,27.32394,32.95774,27.32394,27.32394,27.32394,27.32394,0,0,32.95774,32.95774,32.95774,27.32394,27.32394
86.19718,0.2816902,85.07042,0,0,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,32.95774,32.95774,32.95774,0,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,0,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,0,32.95774
86.19718,0,27.04225,0,0,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,86.19718,85.35211,85.35211,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,85.35211,86.19718,85.35211,85.35211,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,32.95774,85.35211,85.35211,86.19718,85.35211
86.19718,2.253521,0.2816902,0,0,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,86.19718,86.19718,86.19718,86.19718,85.35211,85.35211,85.35211,85.35211,85.35211,86.19718,85.35211,85.35211,85.35211,85.35211,86.19718,86.19718,86.19718,86.19718,85.35211,85.35211,85.35211,85.35211,86.19718,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,86.19718,86.19718,85.35211,85.35211,86.19718,85.35211
86.19718,90.70422,0.2816902,0,3.380282,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718
85.35211,90.70422,2.253521,85.6338,0,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,85.91549,99.43662,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,85.91549,99.43662,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,85.91549,99.43662,86.19718
99.71831,90.70422,0,0,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,99.43662,99.43662,99.43662,99.43662,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,99.43662,99.43662,99.43662,99.43662,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,86.19718,99.43662,99.43662,99.43662
