3:54.78261,3.913043,0.8695652,0.1449275,0.1449275,0.1449275,0.1449275,0.1449275,0.1449275,0.1449275,0.1449275,0.1449275
4:24.00691,2.763385,5.872193,0.1727116,0.1727116,0.1727116,0.1727116,0.1727116,0.1727116,0.1727116,0.1727116,0.1727116
0:99.72527,12.36264,6.868132,0.8241758,1.373626,0.8241758,1.373626,1.648352,12.36264,1.373626,0.8241758,2.472528
1:99.69879,2.409639,0.3012048,0,0,0,0,0,0.3012048,0,0,0
2:76.33803,2.253521,0.2816902,0,0,0,0,0,0.2816902,0,0,0
3:54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754
4:23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342
0:99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338
3:54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754,54.92754
4:24.17962,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342,23.8342
0:99.72527,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:76.05634,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338
3:73.91304,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725
4:24.35233,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691
0:99.45055,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:99.43662,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211,85.35211
3:73.91304,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725,55.50725
4:24.35233,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691,24.00691
0:99.45055,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
