0.5494506,12.08791,3.846154,3.846154,0.2747253,1.373626,0.2747253,0.5494506,0.2747253,0.2747253,0.2747253,0.2747253,0.2747253,0.8241758,0.8241758,0.2747253
2.747253,12.08791,3.846154,3.846154,0.8241758,1.373626,0.5494506,0.2747253,2.197802,0.2747253,7.692307,0.5494506,0.2747253,1.373626,0.2747253,0.2747253
12.63736,12.08791,2.197802,3.846154,3.296703,12.08791,0.8241758,0.5494506,2.197802,12.63736,7.692307,0.2747253,0.2747253,0.5494506,0.2747253,12.08791
12.63736,0.5494506,0.2747253,1.098901,0.2747253,12.08791,0.8241758,2.747253,0.2747253,12.63736,10.98901,0.8241758,0.5494506,10.98901,11.26374,12.08791
12.63736,0.2747253,2.197802,1.648352,0.8241758,0.2747253,0.2747253,2.747253,0.8241758,12.63736,0.8241758,0.2747253,12.08791,10.98901,9.89011,12.08791
12.63736,2.197802,1.648352,12.36264,0.8241758,12.63736,3.571429,5.494505,0.5494506,12.63736,0.8241758,0.2747253,12.08791,12.08791,11.26374,12.08791
12.63736,51.37363,1.098901,10.71429,0.2747253,12.63736,4.945055,12.63736,2.197802,12.63736,9.89011,1.648352,12.08791,4.395605,0.2747253,11.26374
0.2747253,51.37363,17.85714,0.5494506,0.8241758,12.63736,0.2747253,12.63736,12.08791,12.63736,1.923077,0.8241758,0.5494506,12.08791,5.494505,0.8241758
5.769231,51.37363,17.85714,2.197802,0.2747253,12.63736,3.571429,12.63736,11.81319,0.5494506,0.8241758,0.2747253,13.46154,12.36264,12.08791,0.5494506
0.2747253,51.37363,17.85714,1.098901,2.747253,52.47253,0.2747253,12.63736,0.2747253,0.8241758,0.2747253,13.46154,13.46154,17.85714,0.2747253,0.5494506
8.791209,0.8241758,17.85714,0.5494506,0.8241758,52.47253,2.197802,53.2967,0.2747253,16.48352,1.648352,17.85714,13.46154,17.85714,17.85714,0.8241758
11.53846,0.2747253,1.923077,0.2747253,3.021978,1.923077,1.648352,53.2967,0.2747253,12.36264,17.85714,17.85714,17.85714,17.85714,17.85714,52.47253
3.021978,51.92308,1.648352,11.81319,1.373626,0.5494506,3.021978,53.2967,0.2747253,53.2967,17.85714,17.85714,17.85714,17.85714,52.47253,52.47253
1.648352,52.47253,2.472528,1.098901,4.395605,1.373626,15.93407,53.2967,3.021978,53.2967,53.2967,53.2967,52.47253,52.47253,52.47253,52.47253
0.5494506,0.8241758,0.2747253,0.8241758,51.64835,11.81319,0.5494506,53.2967,16.48352,53.2967,53.2967,53.2967,53.2967,53.2967,53.2967,53.2967
1.098901,0.2747253,0.2747253,0.5494506,0.2747253,0.2747253,1.098901,53.2967,53.84615,53.2967,53.2967,53.2967,53.2967,53.2967,53.2967,53.2967
3.846154,1.098901,52.74725,52.1978,1.648352,0.5494506,51.64835,0.8241758,53.84615,53.2967,53.2967,53.2967,3.021978,53.2967,53.2967,52.1978
0.5494506,0.2747253,2.197802,1.648352,1.648352,0.2747253,4.120879,53.02198,53.84615,53.2967,53.2967,53.2967,3.021978,53.2967,53.2967,52.1978
1.923077,3.846154,51.37363,1.373626,12.08791,0.8241758,0.2747253,0.8241758,53.84615,53.2967,53.2967,53.2967,3.021978,53.2967,53.2967,52.1978
51.92308,1.373626,0.2747253,0.2747253,12.63736,76.0989,0.2747253,0.2747253,53.84615,53.2967,53.2967,53.2967,3.021978,53.2967,53.2967,52.1978
1.648352,16.75824,0.8241758,1.373626,2.197802,76.0989,12.08791,99.45055,53.84615,53.2967,53.2967,11.53846,12.63736,3.021978,53.2967,51.92308
11.26374,0.2747253,52.47253,17.03297,53.02198,0.2747253,0.2747253,99.45055,53.84615,53.2967,53.2967,0.8241758,52.1978,3.021978,53.2967,76.0989
35.16484,12.36264,12.08791,2.472528,11.53846,11.53846,13.18681,99.45055,0.2747253,53.2967,53.2967,99.45055,53.2967,53.2967,76.0989,76.0989
80.49451,99.45055,11.53846,10.43956,0.5494506,11.81319,2.197802,99.45055,51.92308,99.45055,99.45055,99.45055,76.0989,76.0989,76.0989,76.0989
1.373626,99.45055,80.21978,2.472528,11.53846,2.472528,0.8241758,99.45055,76.0989,99.45055,99.45055,1.098901,99.45055,99.45055,99.45055,99.45055
99.72527,99.45055,12.08791,1.648352,0.2747253,99.45055,52.74725,99.45055,1.373626,99.45055,99.45055,0.2747253,99.45055,99.45055,99.45055,99.45055
99.72527,99.45055,12.36264,15.93407,99.45055,99.45055,4.395605,99.45055,1.648352,99.45055,52.74725,1.923077,99.45055,99.45055,99.45055,51.92308
99.72527,99.45055,99.45055,99.45055,99.45055,99.45055,99.45055,51.92308,11.81319,12.63736,1.373626,99.45055,99.45055,99.72527,99.45055,99.45055
99.72527,1.648352,99.45055,99.45055,0.2747253,52.74725,79.67033,51.37363,52.1978,2.197802,1.098901,76.0989,99.45055,99.72527,76.37363,99.45055
99.72527,12.36264,15.93407,99.45055,99.45055,99.45055,0.2747253,80.49451,53.57143,99.45055,76.0989,99.72527,99.45055,99.72527,99.45055,99.45055
99.72527,99.45055,99.72527,2.197802,16.20879,99.45055,16.75824,0.2747253,52.74725,1.648352,75.54945,99.72527,99.72527,99.72527,99.45055,99.45055
99.72527,2.197802,99.72527,52.74725,12.36264,99.45055,1.648352,0.2747253,54.3956,99.45055,75.82417,99.72527,99.72527,99.72527,99.72527,99.45055
99.72527,1.923077,99.72527,0.2747253,99.45055,0.8241758,2.197802,99.45055,12.08791,12.63736,75.82417,99.72527,99.72527,99.72527,99.72527,99.45055
99.72527,51.64835,99.72527,11.53846,51.92308,0.2747253,99.72527,80.49451,99.45055,0.5494506,75.82417,99.72527,99.72527,99.72527,99.72527,99.45055
99.72527,12.08791,99.72527,99.45055,52.47253,0.5494506,99.72527,99.45055,0.8241758,2.747253,0.2747253,99.72527,75.82417,53.02198,12.36264,99.45055
99.72527,52.47253,99.72527,99.72527,11.81319,53.02198,99.72527,53.2967,99.72527,1.098901,0.5494506,99.72527,75.82417,53.02198,12.36264,99.45055
99.72527,53.57143,99.72527,99.72527,0.2747253,99.45055,99.72527,0.2747253,99.72527,75.54945,75.82417,75.82417,75.82417,99.45055,99.45055,99.45055
99.72527,0.8241758,99.72527,99.72527,75.82417,3.846154,99.72527,52.74725,2.472528,17.85714,0.2747253,52.74725,75.82417,99.45055,99.45055,99.45055
99.72527,1.648352,99.72527,99.72527,1.098901,75.82417,99.72527,54.3956,2.747253,99.45055,0.5494506,4.945055,75.82417,99.45055,99.45055,99.45055
99.72527,53.57143,99.72527,99.72527,1.373626,1.373626,99.72527,52.1978,12.63736,0.2747253,1.098901,1.648352,75.82417,99.45055,99.45055,99.45055
99.72527,0.2747253,99.72527,99.72527,99.45055,0.2747253,99.72527,0.8241758,51.92308,99.72527,12.63736,2.197802,75.82417,99.45055,99.45055,99.45055
99.72527,0.2747253,99.72527,99.72527,2.197802,75.27473,99.72527,54.67033,12.63736,0.8241758,4.395605,12.08791,75.82417,99.45055,99.45055,99.45055
99.72527,1.098901,99.72527,99.72527,11.53846,0.8241758,99.72527,53.02198,0.8241758,0.2747253,1.098901,16.75824,75.82417,99.45055,99.45055,99.45055
99.72527,2.197802,99.72527,99.72527,12.91209,3.296703,99.72527,51.64835,1.923077,99.45055,11.53846,81.86813,75.82417,99.45055,99.45055,99.45055
99.72527,15.93407,99.72527,99.72527,1.098901,1.648352,99.72527,0.2747253,52.74725,3.296703,51.92308,1.648352,75.82417,99.45055,99.45055,99.45055
99.72527,0.2747253,99.72527,99.72527,80.49451,1.923077,99.72527,99.72527,11.81319,5.21978,75.54945,0.2747253,75.82417,99.45055,99.45055,99.45055
99.72527,54.12088,99.72527,99.72527,2.197802,1.098901,99.72527,0.2747253,52.1978,12.63736,75.82417,53.2967,75.82417,99.45055,99.45055,99.45055
99.72527,0.5494506,99.72527,99.72527,75.82417,1.648352,99.72527,53.2967,52.47253,99.45055,52.74725,12.36264,75.82417,99.45055,99.45055,99.45055
99.72527,54.12088,99.72527,99.72527,99.45055,12.08791,99.72527,0.8241758,99.45055,52.74725,1.098901,1.098901,75.82417,99.45055,99.45055,99.45055
99.72527,99.45055,99.72527,99.72527,99.45055,0.8241758,99.72527,53.2967,1.648352,75.82417,2.472528,52.1978,75.82417,99.45055,99.45055,99.45055
99.72527,54.12088,99.72527,99.72527,1.648352,51.92308,99.72527,53.2967,53.02198,4.395605,99.45055,1.648352,75.82417,99.45055,99.45055,99.45055
99.72527,52.74725,99.72527,99.72527,51.92308,20.32967,99.72527,0.2747253,1.648352,0.8241758,1.648352,1.098901,75.82417,99.45055,99.45055,99.45055
99.72527,54.12088,99.72527,99.72527,52.47253,3.296703,99.72527,75.54945,11.53846,1.098901,76.0989,12.63736,75.82417,99.45055,99.45055,99.45055
99.72527,12.63736,99.72527,99.72527,0.2747253,12.08791,99.72527,0.5494506,76.37363,51.64835,12.36264,1.923077,75.82417,99.45055,99.45055,99.45055
99.72527,16.48352,99.72527,99.72527,0.8241758,12.91209,99.72527,80.76923,99.45055,3.296703,12.36264,55.21978,75.82417,99.45055,99.45055,99.45055
99.72527,52.1978,99.72527,99.72527,2.747253,1.373626,99.72527,0.8241758,1.098901,2.747253,1.648352,54.94505,75.82417,99.45055,99.45055,99.45055
99.72527,54.94505,99.72527,99.72527,99.45055,1.648352,99.72527,33.24176,12.91209,12.08791,1.373626,1.098901,75.82417,99.45055,99.45055,99.45055
99.72527,3.296703,99.72527,99.72527,0.2747253,51.64835,99.72527,2.197802,76.0989,99.45055,12.08791,53.2967,75.82417,99.45055,99.45055,99.45055
99.72527,76.64835,99.72527,99.72527,99.45055,12.36264,99.72527,18.13187,0.8241758,0.2747253,3.846154,80.49451,75.82417,99.45055,99.45055,99.45055
99.72527,2.197802,99.72527,99.72527,99.45055,2.197802,99.72527,0.8241758,99.45055,12.63736,11.81319,16.48352,75.82417,99.45055,99.45055,99.45055
99.72527,1.098901,99.72527,99.72527,0.2747253,11.53846,99.72527,1.648352,99.45055,75.54945,99.45055,1.373626,75.82417,99.45055,99.45055,99.45055
99.72527,1.098901,99.72527,99.72527,99.72527,52.74725,99.72527,75.82417,1.373626,1.373626,0.8241758,53.57143,75.82417,99.45055,99.45055,99.45055
99.72527,1.648352,99.72527,99.72527,99.72527,76.37363,16.75824,0.2747253,52.47253,52.47253,12.36264,99.45055,75.82417,99.45055,75.82417,99.45055
99.72527,1.923077,99.72527,99.72527,99.72527,52.1978,12.36264,99.72527,80.49451,3.846154,75.82417,0.2747253,75.82417,99.45055,75.82417,99.45055
99.72527,52.1978,99.72527,99.72527,99.72527,99.45055,1.923077,54.12088,1.923077,99.45055,11.81319,99.45055,75.82417,99.45055,75.82417,99.45055
99.72527,0.2747253,99.72527,99.72527,99.72527,0.8241758,0.8241758,2.747253,1.648352,52.47253,99.45055,99.72527,75.82417,99.45055,75.82417,99.45055
99.72527,2.197802,99.72527,99.72527,99.72527,52.74725,11.81319,1.373626,0.5494506,12.08791,0.5494506,75.54945,75.82417,99.45055,75.82417,99.45055
99.72527,75.82417,99.72527,99.72527,99.72527,10.71429,12.08791,1.648352,12.36264,53.57143,1.648352,0.2747253,75.82417,99.45055,75.82417,99.45055
99.72527,1.648352,99.72527,99.72527,99.72527,3.296703,0.2747253,0.5494506,12.91209,3.846154,80.21978,0.2747253,75.82417,99.45055,75.82417,99.45055
