45.48193,35.54217,8.433735,8.13253,8.13253,3.012048,3.012048,3.012048,3.012048,0,0,0
80.56338,75.49296,7.887324,7.605634,7.605634,2.816901,2.816901,2.816901,2.816901,0,0,0
25.21739,3.478261,3.188406,3.478261,3.478261,24.92754,24.92754,24.92754,24.92754,0,0,0
23.8342,4.145078,7.253886,7.253886,7.253886,23.31606,23.31606,23.31606,23.31606,0,0,0
80.76923,54.12088,6.593407,10.16483,10.16483,51.92308,51.92308,51.92308,51.92308,0.2747253,0.2747253,0.2747253
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,99.71831,99.71831,85.6338,57.74648,85.6338,57.74648
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,55.65217,54.78261,55.65217,54.78261
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.66149,23.66149,24.35233,24.00691,24.35233,24.00691
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.45055
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.71831,99.71831,99.43662,99.43662
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,25.7971,73.91304,99.85507,73.91304
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,23.66149,24.17962,24.35233,23.66149
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.72527,99.45055,99.72527,99.72527
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.71831,85.35211,99.71831,99.43662
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,25.7971,55.21739,73.91304,99.85507
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,23.66149,24.17962,24.17962,24.35233
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.72527,99.72527,99.45055,99.72527
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.71831,85.35211,99.71831,99.43662
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,25.7971,55.21739,73.91304,99.85507
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,23.66149,24.17962,24.17962,24.35233
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.72527,99.72527,99.45055,99.72527
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.43662,99.71831,85.35211,99.71831
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,74.05797,25.7971,55.21739,73.91304
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,24.00691,23.66149,24.17962,24.17962
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.45055,99.72527,99.72527,99.45055
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.43662,99.71831,85.35211,99.71831
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,74.05797,25.7971,55.21739,73.91304
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,24.00691,23.66149,24.17962,24.17962
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.45055,99.72527,99.72527,99.45055
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.43662,99.71831,85.35211,99.71831
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,74.05797,25.7971,55.21739,73.91304
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,24.00691,23.66149,24.17962,24.17962
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.45055,99.72527,99.72527,99.45055
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.43662,99.71831,85.35211,99.71831
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,74.05797,25.7971,55.21739,73.91304
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,24.00691,23.66149,24.17962,24.17962
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.45055,99.72527,99.72527,99.45055
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.43662,99.71831,85.35211,99.71831
74.34782,99.85507,25.7971,74.34782,74.05797,99.85507,25.7971,25.7971,74.05797,25.7971,55.21739,73.91304
24.17962,24.17962,23.66149,24.17962,24.00691,24.69775,23.8342,23.66149,24.00691,23.66149,24.17962,24.17962
99.72527,99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.72527,99.45055,99.72527,99.72527,99.45055
99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
99.43662,99.43662,99.71831,99.43662,99.15493,99.43662,85.6338,99.71831,99.43662,99.71831,85.35211,99.71831
