4.835924,4.663212,1.554404,1.554404
5.494505,4.395605,10.16483,5.769231
0.3012048,0.3012048,1.807229,0.3012048
0.2857143,0.2857143,1.714286,0.2857143
7.599309,7.944732,7.426598,4.835924
10.98901,7.142857,11.81319,5.494505
9.337349,25,27.10843,0.3012048
8.857142,23.71428,25.14286,0.2857143
7.599309,7.944732,7.944732,7.426598
10.98901,12.08791,7.142857,11.81319
9.337349,27.71084,25,27.10843
8.857142,25.71428,23.71428,25.14286
8.981002,8.117444,8.290155,4.317789
76.0989,10.16483,12.36264,12.08791
29.21687,12.95181,28.31325,19.57831
26.28572,12.28571,26,18.57143
23.66149,23.8342,8.981002,8.981002
81.31868,81.31868,76.0989,76.0989
34.93976,34.93976,29.21687,29.21687
26.28572,26.28572,26.28572,26.28572
23.66149,23.66149,23.66149,23.66149
80.21978,81.31868,99.45055,81.31868
34.93976,34.93976,35.24096,34.93976
26.57143,26.28572,26.28572,26.28572
23.66149,23.66149,23.66149,23.66149
80.21978,79.94505,81.31868,99.45055
34.93976,34.93976,34.93976,35.24096
26.57143,26.28572,26.28572,26.28572
23.48877,23.48877,23.48877,23.48877
51.92308,51.92308,51.92308,51.92308
3.313253,3.313253,3.313253,3.313253
3.142857,3.142857,3.142857,3.142857
23.48877,23.48877,23.48877,23.48877
52.1978,51.92308,51.92308,51.92308
3.313253,3.313253,3.313253,3.313253
3.142857,3.142857,3.142857,3.142857
23.48877,23.48877,23.48877,23.48877
52.1978,52.47253,51.92308,51.92308
3.313253,34.93976,3.313253,3.313253
3.142857,26.57143,3.142857,3.142857
23.66149,23.48877,23.48877,23.48877
79.94505,52.1978,52.47253,51.92308
34.93976,3.313253,34.93976,3.313253
27.14286,3.142857,26.57143,3.142857
23.66149,23.48877,23.8342,23.66149
79.94505,52.1978,99.72527,79.94505
34.93976,3.313253,44.87952,34.93976
32,3.142857,32.28571,27.14286
23.48877,23.48877,23.48877,23.48877
79.67033,79.67033,79.67033,79.67033
35.24096,35.24096,35.24096,35.24096
32,32,32,32
23.66149,23.48877,23.66149,23.48877
99.45055,99.45055,99.45055,79.67033
44.87952,35.24096,35.24096,35.24096
32.28571,32.57143,32,32
