0.3012048,0.3012048,0.3012048,0
0.2857143,0.2857143,0.2857143,0
0.8510638,3.546099,0.7092199,0.141844
1.899827,4.490501,1.381693,0.1727116
0.3012048,0.3012048,0.3012048,0.3012048
0.2857143,0.2857143,0.2857143,0.2857143
0.8510638,0.8510638,0.8510638,0.8510638
1.899827,1.899827,1.899827,1.899827
1.506024,0.3012048,0.3012048,0.3012048
1.428571,0.2857143,0.2857143,0.2857143
0.5673759,0.8510638,0.8510638,0.8510638
1.554404,1.899827,1.899827,1.899827
20.18072,0.3012048,0.3012048,0.3012048
19.14286,0.2857143,0.2857143,0.2857143
11.48936,0.8510638,0.8510638,0.8510638
4.663212,1.899827,1.899827,1.899827
20.18072,0.3012048,0.3012048,0.3012048
19.14286,0.2857143,0.2857143,0.2857143
11.48936,0.8510638,0.8510638,0.8510638
4.663212,1.899827,1.899827,1.899827
35.24096,45.48193,20.18072,20.18072
32.28571,26.28572,19.14286,19.14286
21.84397,21.70213,11.48936,11.48936
23.48877,23.66149,4.663212,4.663212
45.78313,35.24096,35.24096,2.710843
32.57143,32.28571,26.28572,2.571429
21.98582,21.84397,21.56028,1.134752
23.48877,23.48877,23.48877,2.936097
99.69879,99.69879,45.78313,45.78313
26,26.28572,32.57143,32.57143
21.56028,21.70213,21.98582,21.98582
24.17962,24.17962,23.48877,23.48877
99.69879,99.69879,99.69879,45.78313
26,26.28572,26.28572,32.57143
21.56028,21.70213,21.70213,21.98582
24.17962,24.17962,24.17962,23.48877
99.69879,99.69879,99.69879,45.78313
26,26.28572,26.28572,32.57143
21.56028,21.70213,21.70213,21.98582
24.17962,24.17962,24.17962,23.48877
99.69879,99.69879,99.69879,45.78313
26,26.28572,26.28572,32.57143
21.56028,21.70213,21.70213,21.98582
24.17962,24.17962,24.17962,23.48877
50.3012,99.69879,99.69879,99.69879
26.28572,26,26.28572,26
21.70213,21.56028,21.70213,21.56028
23.8342,24.17962,24.17962,24.17962
50.3012,99.69879,99.69879,99.69879
26.28572,26,26.28572,26
21.70213,21.56028,21.70213,21.56028
23.8342,24.17962,24.17962,24.17962
50.3012,99.69879,99.69879,99.69879
26.28572,26,26.28572,26
21.70213,21.56028,21.70213,21.56028
23.8342,24.17962,24.17962,24.17962
