1:6.927711,3.614458,3.614458,3.012048,2.108434,0.3012048,0,0,0,0,0,0
2:6.478873,3.380282,3.380282,2.816901,1.971831,0.2816902,0,0,0,0,0,0
3:3.188406,3.478261,3.478261,10.43478,0.7246377,4.057971,0,0,0,0,0.1449275,0.1449275
4:6.044905,3.454232,3.454232,3.108808,1.899827,3.454232,0,0,0,0,0.1727116,0.1727116
0:10.71429,11.26374,53.84615,11.81319,7.692307,5.494505,0.2747253,0.2747253,0.5494506,0.2747253,0.8241758,1.373626
1:6.927711,6.927711,6.927711,6.927711,6.927711,6.927711,6.927711,6.927711,6.927711,6.927711,6.927711,6.927711
2:6.478873,6.478873,6.478873,6.478873,6.478873,6.478873,6.478873,6.478873,6.478873,6.478873,6.478873,6.478873
3:2.898551,2.898551,3.188406,2.898551,2.898551,2.898551,3.188406,3.188406,2.898551,3.188406,3.188406,2.898551
4:6.56304,6.56304,6.044905,6.56304,6.56304,6.56304,6.044905,6.044905,6.56304,6.044905,6.044905,6.56304
0:9.065934,9.065934,10.71429,9.065934,9.065934,9.065934,10.71429,10.71429,9.065934,10.71429,10.71429,9.065934
1:8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735
2:7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324
3:21.44928,21.44928,21.44928,3.333333,3.333333,3.333333,21.44928,21.44928,3.333333,3.333333,3.333333,3.333333
4:7.426598,7.426598,7.426598,7.253886,7.253886,7.253886,7.426598,7.426598,7.253886,7.253886,7.253886,7.253886
0:11.26374,11.26374,11.26374,9.89011,9.89011,9.89011,11.26374,11.26374,9.89011,9.89011,9.89011,9.89011
1:8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735
2:7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324
3:21.44928,3.333333,3.333333,21.44928,21.44928,3.333333,3.333333,3.333333,21.44928,21.44928,3.333333,3.333333
4:7.426598,7.253886,7.253886,7.426598,7.426598,7.253886,7.253886,7.253886,7.426598,7.426598,7.253886,7.253886
0:11.26374,9.89011,9.89011,11.26374,11.26374,9.89011,9.89011,9.89011,11.26374,11.26374,9.89011,9.89011
1:29.21687,9.939759,9.337349,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735,8.433735
2:26.76056,9.295774,8.732394,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324,7.887324
3:22.31884,21.30435,21.44928,21.44928,3.333333,3.333333,21.44928,21.44928,3.333333,3.333333,3.333333,21.44928
4:8.635578,7.426598,7.599309,7.426598,7.253886,7.253886,7.426598,7.426598,7.253886,7.253886,7.253886,7.426598
0:52.74725,7.692307,9.89011,11.26374,9.89011,9.89011,11.26374,11.26374,9.89011,9.89011,9.89011,11.26374
1:29.21687,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084,27.71084
2:26.76056,26.19718,26.19718,26.19718,26.19718,26.19718,26.19718,26.19718,26.19718,26.19718,26.19718,26.19718
3:22.31884,21.5942,21.5942,21.5942,21.5942,21.5942,21.5942,21.5942,21.5942,21.5942,21.5942,21.5942
4:8.635578,7.944732,7.944732,7.944732,7.944732,7.944732,7.944732,7.944732,7.944732,7.944732,7.944732,7.944732
0:52.74725,11.53846,11.53846,11.53846,11.53846,11.53846,11.53846,11.53846,11.53846,11.53846,11.53846,11.53846
1:34.63855,29.21687,28.91566,28.91566,28.91566,28.91566,28.91566,28.91566,28.91566,28.91566,28.91566,28.91566
2:32.67606,26.76056,26.47887,26.47887,26.47887,26.47887,26.47887,26.47887,26.47887,26.47887,26.47887,26.47887
3:24.92754,22.31884,22.17391,22.17391,22.17391,22.17391,22.17391,22.17391,22.17391,22.17391,22.17391,22.17391
4:23.48877,8.635578,8.462867,8.462867,8.462867,8.462867,8.462867,8.462867,8.462867,8.462867,8.462867,8.462867
0:53.02198,52.74725,75.54945,75.54945,75.54945,75.54945,75.54945,75.54945,75.54945,75.54945,75.54945,75.54945
1:99.69879,99.69879,99.69879,99.69879,35.24096,35.24096,35.24096,35.24096,35.24096,35.24096,35.24096,35.24096
2:85.6338,85.07042,85.07042,85.07042,89.57746,88.73239,85.6338,85.6338,85.6338,85.6338,85.6338,85.6338
3:25.50725,25.50725,25.50725,25.50725,25.50725,24.92754,25.07246,25.07246,25.07246,25.07246,25.07246,25.07246
4:24.17962,24.17962,24.17962,24.17962,23.8342,23.8342,23.66149,23.66149,23.66149,23.66149,23.66149,23.66149
0:99.72527,99.45055,99.45055,99.45055,80.76923,79.67033,79.67033,79.67033,79.67033,79.67033,79.67033,79.67033
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:99.71831,99.71831,99.71831,85.6338,85.07042,89.85915,89.85915,85.07042,85.6338,85.07042,85.07042,89.85915
3:73.91304,74.34782,99.85507,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725
4:24.17962,24.17962,24.17962,24.17962,24.17962,23.8342,23.8342,24.17962,24.17962,24.17962,24.17962,23.8342
0:99.72527,99.72527,99.72527,99.72527,99.45055,99.45055,99.45055,99.45055,99.72527,99.45055,99.45055,99.45055
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:99.71831,86.19718,99.71831,99.71831,85.6338,85.07042,89.85915,89.85915,85.07042,85.6338,85.07042,85.07042
3:73.91304,56.08696,74.34782,99.85507,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725
4:24.17962,24.17962,24.17962,24.17962,24.17962,24.17962,23.8342,23.8342,24.17962,24.17962,24.17962,24.17962
0:99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.45055,99.45055,99.45055,99.72527,99.45055,99.45055
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:99.71831,86.19718,99.71831,99.71831,85.6338,85.07042,89.85915,89.85915,85.07042,85.6338,85.07042,85.07042
3:73.91304,56.08696,74.34782,99.85507,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725
4:24.17962,24.17962,24.17962,24.17962,24.17962,24.17962,23.8342,23.8342,24.17962,24.17962,24.17962,24.17962
0:99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.45055,99.45055,99.45055,99.72527,99.45055,99.45055
1:99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879,99.69879
2:99.71831,86.19718,99.71831,99.71831,85.6338,85.07042,89.85915,89.85915,85.07042,85.6338,85.07042,85.07042
3:73.91304,56.08696,74.34782,99.85507,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725,25.50725
4:24.17962,24.17962,24.17962,24.17962,24.17962,24.17962,23.8342,23.8342,24.17962,24.17962,24.17962,24.17962
0:99.72527,99.72527,99.72527,99.72527,99.72527,99.45055,99.45055,99.45055,99.45055,99.72527,99.45055,99.45055
