7.142857,0.2857143,0,0
2.978723,3.262411,0,0.141844
7.253886,1.381693,0,0.1727116
10.98901,3.846154,0.5494506,1.098901
25.71428,25.71428,25.42857,25.71428
1.134752,1.276596,21.2766,1.276596
8.290155,8.117444,7.944732,8.117444
75.54945,11.53846,12.08791,12.36264
26.28572,26.28572,26,26
21.70213,21.70213,1.134752,1.134752
23.8342,24.00691,8.635578,8.635578
99.45055,99.45055,76.0989,76.0989
26.28572,26.28572,26.57143,26.28572
21.56028,21.56028,21.84397,21.56028
24.69775,24.52504,23.8342,36.09672
99.72527,99.45055,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
25.71428,26.28572,26.28572,26.57143
21.56028,21.56028,21.56028,21.84397
24.69775,24.69775,24.52504,23.8342
76.37363,99.72527,99.45055,99.45055
